grid_id	tmp.modern	tmp.trend	pre.modern	pre.trend
2846	7.57794131674603	0.00565167991935906	21.3578435284834	0.00288130245481926
2666	7.39852953968825	0.00827175091902056	31.2137260869438	0.0058150101457637
4116	4.65784321409449	0.0144249766985777	62.2159323800428	0.00774595676981101
2754	9.23382371189255	0.00523944275471999	21.0284317828277	0.00225685462285584
3570	9.8759805806456	0.00762539888439974	51.2301479892477	0.00516096014948154
2753	8.21960793603577	0.0044518677798526	22.2475493954969	0.00381115384948098
3663	10.2004904133797	0.00837076906885189	38.3916671974402	0.00339135197685566
3758	10.1720590063316	0.00934310772916233	52.4612754505201	0.00548960643573359
2756	7.80637267476642	0.00704138953342484	24.8142161157493	0.00292073615847311
3110	10.7823531202716	0.0048844968716107	21.2078435177568	0.0043331341431992
2934	7.87009819144127	0.00560405059100222	28.1622554093745	0.00178988605241434
2579	6.70098050756782	0.00701456928274559	39.3058831577792	0.00496847800046139
2938	6.61029423988771	0.00726943333602662	29.2558828124813	0.00637861436517306
2847	7.33676485198678	0.00469380831208728	24.0696082693689	0.006218310878636
2758	3.80343141830435	0.00659332759503568	35.1264712093215	0.00309175058556621
2939	3.69779418887315	0.0104508595895414	42.4090694703308	0.00615261116950423
